VP,VB,Geschlecht,Produkt,Frage,Antwort_1,Antwort_2,Antwort_3,Antwort_4,Antwort_5,Antwort_6,Antwort_7,Antwort_8,Antwort_9,Antwort_10
28,Ökonomisch,w,P1,B2_Alltagstaug._Begr.,+ Handhabung,- Funktionalität,- Funktionalität,- Funktionalität,,,,,,
28,Ökonomisch,w,A4,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
28,Ökonomisch,w,P4,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,,,,,,,,
28,Ökonomisch,w,A6,B2_Alltagstaug._Begr.,- Handhabung,,,,,,,,,
28,Ökonomisch,w,P6,B2_Alltagstaug._Begr.,+ Funktionalität,- Alternative/kein Bedarf,,,,,,,,
29,Ökonomisch,w,P6,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,,,,,,,,,
29,Ökonomisch,w,A6,B2_Alltagstaug._Begr.,+ Funktionalität,- Alternative/kein Bedarf,+ Verarbeitung,,,,,,,
29,Ökonomisch,w,P2,B2_Alltagstaug._Begr.,+ Ökonomie,- Verarbeitung,,,,,,,,
29,Ökonomisch,w,A2,B2_Alltagstaug._Begr.,+ Verarbeitung,+ Funktionalität,,,,,,,,
29,Ökonomisch,w,P7,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
29,Ökonomisch,w,A7,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
29,Ökonomisch,w,P1,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Funktionalität,,,,,,,
29,Ökonomisch,w,A1,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,+ Handhabung,,,,,,,
29,Ökonomisch,w,P3,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,+ Funktionalität,,,,,,,,
29,Ökonomisch,w,A3,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,,,,,,,,
29,Ökonomisch,w,P5,B2_Alltagstaug._Begr.,- Handhabung,+ Funktionalität,+ Funktionalität,,,,,,,
29,Ökonomisch,w,A5,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,- Handhabung,,,,,,,
29,Ökonomisch,w,P4,B2_Alltagstaug._Begr.,- Funktionalität,+ Funktionalität,,,,,,,,
29,Ökonomisch,w,A4,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Funktionalität,- Handhabung,,,,,,
30,Ökonomisch,w,A7,B2_Alltagstaug._Begr.,- Funktionalität,- Funktionalität,- Funktionalität,,,,,,,
30,Ökonomisch,w,P7,B2_Alltagstaug._Begr.,- Funktionalität,- Funktionalität,,,,,,,,
30,Ökonomisch,w,A6,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
30,Ökonomisch,w,P6,B2_Alltagstaug._Begr.,+ Funktionalität,+ Ökonomie,,,,,,,,
30,Ökonomisch,w,A5,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,- Handhabung,- Funktionalität,- Handhabung,,,,,
30,Ökonomisch,w,P5,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Handhabung,,,,,,,
30,Ökonomisch,w,A1,B2_Alltagstaug._Begr.,- Handhabung,- Handhabung,,,,,,,,
30,Ökonomisch,w,P1,B2_Alltagstaug._Begr.,- Funktionalität,- Handhabung,+ Ökonomie,+ Ökonomie,,,,,,
30,Ökonomisch,w,A3,B2_Alltagstaug._Begr.,- Handhabung,+ Handhabung,,,,,,,,
30,Ökonomisch,w,P3,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,- Handhabung,,,,,,,
30,Ökonomisch,w,A2,B2_Alltagstaug._Begr.,+ Funktionalität,- Ökonomie,- Ökonomie,- Ökonomie,,,,,,
30,Ökonomisch,w,P2,B2_Alltagstaug._Begr.,+ Ökonomie,+ Ökonomie,- Verarbeitung,,,,,,,
30,Ökonomisch,w,A4,B2_Alltagstaug._Begr.,+ Verarbeitung,+ Funktionalität,+ Verarbeitung,,,,,,,
30,Ökonomisch,w,P4,B2_Alltagstaug._Begr.,- Verarbeitung,- Handhabung,- Handhabung,,,,,,,
31,Ökologisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,,
31,Ökologisch,m,A4,B2_Alltagstaug._Begr.,- Handhabung,- Handhabung,,,,,,,,
31,Ökologisch,m,P3,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,,,,,,,,
31,Ökologisch,m,A3_G,B2_Alltagstaug._Begr.,- Verarbeitung,,,,,,,,,
31,Ökologisch,m,A3_E,B2_Alltagstaug._Begr.,- Handhabung,- Handhabung,,,,,,,,
31,Ökologisch,m,P1,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,,,,,,,,
31,Ökologisch,m,A1,B2_Alltagstaug._Begr.,+ Funktionalität,+ Verarbeitung,+ Funktionalität,,,,,,,
31,Ökologisch,m,P6,B2_Alltagstaug._Begr.,+ Handhabung,+ Verarbeitung,+ Funktionalität,+ Handhabung,+ Funktionalität,,,,,
31,Ökologisch,m,A6_E,B2_Alltagstaug._Begr.,- Handhabung,,,,,,,,,
31,Ökologisch,m,A6_G,B2_Alltagstaug._Begr.,- Handhabung,- Verarbeitung,,,,,,,,
31,Ökologisch,m,P7,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Handhabung,+ Funktionalität,,,,,,
31,Ökologisch,m,A7,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Funktionalität,,,,,,,
31,Ökologisch,m,P5,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,,,,,,,,
31,Ökologisch,m,A5,B2_Alltagstaug._Begr.,- Funktionalität,+ Funktionalität,,,,,,,,
31,Ökologisch,m,P2,B2_Alltagstaug._Begr.,+ Handhabung,+ Ökonomie,+ Ökonomie,,,,,,,
31,Ökologisch,m,A2,B2_Alltagstaug._Begr.,- Handhabung,- Handhabung,- Alternative/kein Bedarf,,,,,,,
32,Ökonomisch,m,A6,B2_Alltagstaug._Begr.,- Handhabung,- Verarbeitung,- Handhabung,- Funktionalität,,,,,,
32,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Funktionalität,+ Handhabung,,,,,,
32,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Handhabung,+ Verarbeitung,+ Verarbeitung,+ Funktionalität,+ Sonstiges,,,
32,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Funktionalität,- Funktionalität,- Ökonomie,,,,,
32,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,- Ökonomie,- Ökonomie,+ Handhabung,- Handhabung,,,,,,
32,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,+ Ökonomie,+ Ökonomie,+ Funktionalität,+ Verarbeitung,+ Funktionalität,- Funktionalität,- Funktionalität,,,
32,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Funktionalität,- Funktionalität,- Funktionalität,- Handhabung,,,,
32,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,- Handhabung,- Sonstiges,+ Handhabung,,,,,,,
32,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,+ Funktionalität,- Ökonomie,- Handhabung,,,,,
32,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,+ Ökonomie,+ Handhabung,- Funktionalität,,,,,,,
32,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,,,,,,,,
32,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,- Funktionalität,,,,,,,
32,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,+ Handhabung,+ Umwelt,+ Sonstiges,+ Funktionalität,- Handhabung,,,,,
32,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,+ Handhabung,- Funktionalität,,,,,,,,
33,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,- Handhabung,- Handhabung,,,,,,,,
33,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,- Handhabung,- Verarbeitung,,,,,,,,
33,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,+ Funktionalität,+ Ökonomie,+ Funktionalität,,,,,,,
33,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,- Ökonomie,+ Handhabung,- Handhabung,,,,,,,
33,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,+ Handhabung,,,,,,,
33,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,+ Handhabung,+ Handhabung,,,,,,
33,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,- Funktionalität,+ Funktionalität,,,,,,,,
33,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,+ Handhabung,+ Funktionalität,,,,,,,,
33,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Sonstiges,+ Funktionalität,,,,,,
33,Ökonomisch,m,A6_G,B2_Alltagstaug._Begr.,- Verarbeitung,- Handhabung,+ Funktionalität,- Handhabung,,,,,,
33,Ökonomisch,m,A6_E,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,,,,,,,,
33,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,+ Handhabung,+ Funktionalität,- Handhabung,,,,,,,
33,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Funktionalität,,,,,,,
33,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Funktionalität,- Handhabung,,,,,,
33,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Funktionalität,- Handhabung,,,,,,
34,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,- Ökonomie,,,,,,,,,
34,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,+ Funktionalität,+ Ökonomie,+ Handhabung,- Funktionalität,,,,,,
34,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,+ Funktionalität,- Ökonomie,,,,,,,,
34,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,+ Ökonomie,+ Verarbeitung,+ Handhabung,,,,,,,
34,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Handhabung,+ Handhabung,,,,,,
34,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,- Funktionalität,- Handhabung,+ Funktionalität,,,,,,,
34,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,- Verarbeitung,- Ökonomie,- Handhabung,,,,,,,
34,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,+ Funktionalität,+ Ökonomie,- Funktionalität,+ Ökonomie,- Verarbeitung,,,,,
34,Ökonomisch,m,A6,B2_Alltagstaug._Begr.,- Ökonomie,- Handhabung,- Handhabung,,,,,,,
34,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
34,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,,,,,,,,
34,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,+ Handhabung,+ Funktionalität,+ Handhabung,,,,,,,
34,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Handhabung,+ Funktionalität,,,,,,
34,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,+ Handhabung,+ Ökonomie,+ Handhabung,,,,,
35,Ökologisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,
35,Ökologisch,m,A4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,,,,,,,,
35,Ökologisch,m,P5,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,,,,,,,,
35,Ökologisch,m,A5,B2_Alltagstaug._Begr.,- Handhabung,- Funktionalität,- Funktionalität,,,,,,,
35,Ökologisch,m,P1,B2_Alltagstaug._Begr.,- Verarbeitung,- Funktionalität,,,,,,,,
35,Ökologisch,m,A1,B2_Alltagstaug._Begr.,+ Funktionalität,- Verarbeitung,+ Funktionalität,+ Handhabung,,,,,,
35,Ökologisch,m,P3,B2_Alltagstaug._Begr.,+ Verarbeitung,+ Funktionalität,+ Funktionalität,,,,,,,
35,Ökologisch,m,A3_E,B2_Alltagstaug._Begr.,+ Verarbeitung,+ Handhabung,+ Funktionalität,+ Verarbeitung,,,,,,
35,Ökologisch,m,A3_G,B2_Alltagstaug._Begr.,- Verarbeitung,+ Verarbeitung,,,,,,,,
35,Ökologisch,m,P7,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Verarbeitung,,,,,,,
35,Ökologisch,m,A7,B2_Alltagstaug._Begr.,+ Umwelt,- Funktionalität,,,,,,,,
35,Ökologisch,m,P6,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,,,,,,,,
35,Ökologisch,m,A6_G,B2_Alltagstaug._Begr.,- Verarbeitung,+ Verarbeitung,+ Sonstiges,+ Funktionalität,,,,,,
35,Ökologisch,m,A6_E,B2_Alltagstaug._Begr.,+ Verarbeitung,+ Verarbeitung,+ Sonstiges,+ Funktionalität,,,,,,
35,Ökologisch,m,P2,B2_Alltagstaug._Begr.,+ Funktionalität,- Verarbeitung,,,,,,,,
35,Ökologisch,m,A2,B2_Alltagstaug._Begr.,+ Handhabung,- Handhabung,+ Funktionalität,+ Verarbeitung,+ Verarbeitung,,,,,
36,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,? Unsicherheit,- Ökonomie,,,,,,,,
36,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,+ Sonstiges,+ Funktionalität,+ Ökonomie,+ Ökonomie,,,,,,
36,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,- Ökonomie,- Handhabung,- Handhabung,,,,,,,
36,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,- Ökonomie,- Handhabung,- Handhabung,,,,,,,
36,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,- Handhabung,- Funktionalität,,,,,,,,
36,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,
36,Ökonomisch,m,A6,B2_Alltagstaug._Begr.,- Handhabung,- Funktionalität,- Ökonomie,,,,,,,
36,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,+ Handhabung,+ Funktionalität,+ Funktionalität,+ Handhabung,,,,,,
36,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,- Ökonomie,+ Handhabung,+ Funktionalität,,,,,
36,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,+ Ökonomie,+ Ökonomie,+ Ökonomie,+ Verarbeitung,- Funktionalität,,,,,
36,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,- Handhabung,- Handhabung,- Funktionalität,,,,,,,
36,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,,,,,,,,,,
36,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Funktionalität,,,,,,,
36,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,- Funktionalität,,,,,,,
37,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Sonstiges,- Alternative/kein Bedarf,,,,,,
37,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,- Handhabung,- Handhabung,+ Funktionalität,,,,,,,
37,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
37,Ökonomisch,m,A6_G,B2_Alltagstaug._Begr.,- Handhabung,- Verarbeitung,,,,,,,,
37,Ökonomisch,m,A6_E,B2_Alltagstaug._Begr.,- Handhabung,+ Funktionalität,+ Funktionalität,,,,,,,
37,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,,
37,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,- Handhabung,+ Verarbeitung,+ Verarbeitung,+ Umwelt,,,,,,
37,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,- Handhabung,+ Funktionalität,,,,,,,,
37,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Funktionalität,,,,,,,
37,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,- Funktionalität,+ Ökonomie,,,,,,,,
37,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,,,,,,,,
37,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,+ Ökonomie,- Funktionalität,,,,,,,,
37,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Verarbeitung,,,,,,,
37,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
37,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,+ Verarbeitung,+ Funktionalität,,,,,,,,
38,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,- Funktionalität,- Funktionalität,- Handhabung,+ Funktionalität,,,,,,
38,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Handhabung,- Handhabung,,,,,,
38,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,+ Funktionalität,+ Verarbeitung,+ Sonstiges,,,,,,,
38,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,,,,,,,,
38,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,- Funktionalität,- Handhabung,- Verarbeitung,- Verarbeitung,+ Funktionalität,+ Handhabung,+ Handhabung,,,
38,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,- Funktionalität,- Verarbeitung,,,,,,
38,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,,,,,,,,
38,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,- Funktionalität,- Verarbeitung,+ Funktionalität,- Sonstiges,,,,,,
38,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,- Verarbeitung,+ Funktionalität,+ Verarbeitung,,,,,,,
38,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,+ Verarbeitung,+ Verarbeitung,+ Funktionalität,+ Funktionalität,- Handhabung,,,,,
38,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,- Funktionalität,+ Funktionalität,+ Funktionalität,- Verarbeitung,,,,,,
38,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,- Verarbeitung,+ Funktionalität,- Verarbeitung,+ Funktionalität,+ Funktionalität,,,,,
38,Ökonomisch,m,A6_G,B2_Alltagstaug._Begr.,+ Funktionalität,+ Verarbeitung,,,,,,,,
38,Ökonomisch,m,A6_E,B2_Alltagstaug._Begr.,+ Funktionalität,- Verarbeitung,,,,,,,,
38,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,- Funktionalität,- Verarbeitung,- Handhabung,,,,,,,
39,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,+ Handhabung,+ Ökonomie,,,,,,,,
39,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,- Funktionalität,- Funktionalität,,,,,,,,
39,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,+ Handhabung,- Verarbeitung,,,,,,
39,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,- Ökonomie,- Handhabung,+ Funktionalität,,,,,,,
39,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,+ Handhabung,+ Funktionalität,+ Funktionalität,,,,,,,
39,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,+ Handhabung,,,,,,,,,
39,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Handhabung,,,,,,,
39,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,- Funktionalität,,,,,,,
39,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,- Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,,
39,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,? Unsicherheit,+ Funktionalität,,,,,,,,
39,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,- Verarbeitung,+ Funktionalität,,,,,,,,
39,Ökonomisch,m,A6,B2_Alltagstaug._Begr.,- Handhabung,- Funktionalität,- Handhabung,- Funktionalität,+ Funktionalität,+ Funktionalität,,,,
39,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,+ Funktionalität,+ Handhabung,+ Verarbeitung,,,,,,,
39,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,- Handhabung,- Verarbeitung,- Handhabung,,,,,,,
40,Ökologisch,m,A6_G,B2_Alltagstaug._Begr.,- Handhabung,,,,,,,,,
40,Ökologisch,m,A6_E,B2_Alltagstaug._Begr.,+ Handhabung,,,,,,,,,
40,Ökologisch,m,P6,B2_Alltagstaug._Begr.,- Handhabung,- Funktionalität,- Verarbeitung,,,,,,,
40,Ökologisch,m,A1,B2_Alltagstaug._Begr.,+ Handhabung,+ Verarbeitung,+ Funktionalität,,,,,,,
40,Ökologisch,m,P1,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,- Funktionalität,,,,,,,,
40,Ökologisch,m,A5,B2_Alltagstaug._Begr.,? Unsicherheit,,,,,,,,,
40,Ökologisch,m,P5,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,,
40,Ökologisch,m,A7,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,,,,,,,,
40,Ökologisch,m,P7,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,- Funktionalität,,,,,,,
40,Ökologisch,m,A3,B2_Alltagstaug._Begr.,+ Handhabung,- Funktionalität,,,,,,,,
40,Ökologisch,m,P3,B2_Alltagstaug._Begr.,+ Handhabung,+ Funktionalität,- Funktionalität,,,,,,,
40,Ökologisch,m,A4,B2_Alltagstaug._Begr.,? Unsicherheit,+ Funktionalität,,,,,,,,
40,Ökologisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
40,Ökologisch,m,A2,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
40,Ökologisch,m,P2,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,,,,,,,,,
41,Ökonomisch,m,P5,B2_Alltagstaug._Begr.,+ Handhabung,+ Handhabung,+ Funktionalität,- Handhabung,,,,,,
41,Ökonomisch,m,A5,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,- Handhabung,- Funktionalität,,,,,,
41,Ökonomisch,m,P6,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,+ Funktionalität,,,,,,,,
41,Ökonomisch,m,A6,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,+ Funktionalität,+ Funktionalität,,,,,,,
41,Ökonomisch,m,P2,B2_Alltagstaug._Begr.,+ Handhabung,+ Ökonomie,,,,,,,,
41,Ökonomisch,m,A2,B2_Alltagstaug._Begr.,+ Funktionalität,- Ökonomie,,,,,,,,
41,Ökonomisch,m,P4,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Handhabung,,,,,,,
41,Ökonomisch,m,A4,B2_Alltagstaug._Begr.,- Funktionalität,+ Funktionalität,+ Handhabung,,,,,,,
41,Ökonomisch,m,P3,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Handhabung,- Handhabung,,,,,,
41,Ökonomisch,m,A3,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Handhabung,- Handhabung,,,,,,
41,Ökonomisch,m,P1,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,,,,,,,,,
41,Ökonomisch,m,A1,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,,,,,,,,,
41,Ökonomisch,m,P7,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
41,Ökonomisch,m,A7,B2_Alltagstaug._Begr.,- Handhabung,+ Funktionalität,,,,,,,,
42,Ökonomisch,w,A5,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,,,,,,,,
42,Ökonomisch,w,P5,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
42,Ökonomisch,w,A2,B2_Alltagstaug._Begr.,+ Handhabung,- Verarbeitung,,,,,,,,
42,Ökonomisch,w,P2,B2_Alltagstaug._Begr.,+ Ökonomie,- Verarbeitung,,,,,,,,
42,Ökonomisch,w,A6,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,,
42,Ökonomisch,w,P6,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,- Alternative/kein Bedarf,,,,,,,
42,Ökonomisch,w,A1,B2_Alltagstaug._Begr.,- Funktionalität,+ Handhabung,+ Ökonomie,,,,,,,
42,Ökonomisch,w,P1,B2_Alltagstaug._Begr.,+ Ökonomie,+ Ökonomie,- Funktionalität,+ Handhabung,,,,,,
42,Ökonomisch,w,A4,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
42,Ökonomisch,w,P4,B2_Alltagstaug._Begr.,- Funktionalität,- Funktionalität,- Funktionalität,- Funktionalität,,,,,,
42,Ökonomisch,w,A3,B2_Alltagstaug._Begr.,+ Handhabung,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,
42,Ökonomisch,w,P3,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,+ Handhabung,+ Funktionalität,,,,,,
42,Ökonomisch,w,A7,B2_Alltagstaug._Begr.,- Handhabung,+ Funktionalität,,,,,,,,
42,Ökonomisch,w,P7,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
43,Ökologisch,w,P7,B2_Alltagstaug._Begr.,- Alternative/kein Bedarf,+ Funktionalität,,,,,,,,
43,Ökologisch,w,A7,B2_Alltagstaug._Begr.,+ Funktionalität,- Funktionalität,- Ökonomie,,,,,,,
43,Ökologisch,w,P4,B2_Alltagstaug._Begr.,+ Funktionalität,- Verarbeitung,,,,,,,,
43,Ökologisch,w,A4,B2_Alltagstaug._Begr.,- Funktionalität,+ Verarbeitung,,,,,,,,
43,Ökologisch,w,P5,B2_Alltagstaug._Begr.,+ Funktionalität,+ Sonstiges,,,,,,,,
43,Ökologisch,w,A5,B2_Alltagstaug._Begr.,+ Funktionalität,+ Ökonomie,,,,,,,,
43,Ökologisch,w,P6,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,,,,,,,,
43,Ökologisch,w,A6,B2_Alltagstaug._Begr.,+ Funktionalität,+ Funktionalität,,,,,,,,
43,Ökologisch,w,P3,B2_Alltagstaug._Begr.,- Handhabung,- Funktionalität,- Handhabung,- Handhabung,,,,,,
43,Ökologisch,w,A3,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,- Handhabung,,,,,,,
43,Ökologisch,w,P1,B2_Alltagstaug._Begr.,+ Funktionalität,,,,,,,,,
43,Ökologisch,w,A1,B2_Alltagstaug._Begr.,+ Funktionalität,- Handhabung,- Ökonomie,- Alternative/kein Bedarf,,,,,,
43,Ökologisch,w,P2,B2_Alltagstaug._Begr.,- Verarbeitung,- Verarbeitung,- Funktionalität,,,,,,,
43,Ökologisch,w,A2,B2_Alltagstaug._Begr.,- Funktionalität,+ Funktionalität,,,,,,,,
